commune,candidat,pct_2017,target_2017,taux_chomage,revenu_median,taux_faible_diplome,taux_delinquance,population_municipale,pct_2022,target_2022,Tg
Vertain,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,0.0,0
Vicq,LE PEN,42.58,1.0,10.08,19486.0,52.14,23.24,1506.0,42.88,1.0,1
Vicq,MÉLENCHON,20.83,0.0,10.08,19486.0,52.14,23.24,1506.0,18.56,0.0,0
Viesly,LE PEN,41.71,1.0,15.02,18065.0,57.22,4.51,1552.0,47.76,1.0,1
Viesly,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.39,0.0,0
Viesly,MÉLENCHON,21.47,0.0,15.02,18065.0,57.22,4.51,1552.0,0.0,0.0,0
Vieux-Berquin,FILLON,24.03,0.0,8.54,22756.0,52.12,3.18,2512.0,0.0,0.0,0
Vieux-Berquin,LE PEN,28.64,1.0,8.54,22756.0,52.12,3.18,2512.0,32.63,1.0,1
Vieux-Berquin,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.99,0.0,0
Vieux-Condé,LE PEN,41.39,1.0,20.25,16507.0,54.76,35.31,10395.0,42.76,1.0,1
Vieux-Condé,MÉLENCHON,23.49,0.0,20.25,16507.0,54.76,35.31,10395.0,20.51,0.0,0
Vieux-Mesnil,LE PEN,38.16,1.0,9.33,21149.0,52.87,0.0,637.0,38.98,1.0,1
Vieux-Mesnil,MACRON,18.66,0.0,9.33,21149.0,52.87,0.0,637.0,28.81,0.0,0
Vieux-Reng,FILLON,17.39,0.0,15.55,21007.0,50.66,0.0,853.0,0.0,0.0,0
Vieux-Reng,LE PEN,50.0,1.0,15.55,21007.0,50.66,0.0,853.0,47.94,1.0,1
Vieux-Reng,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.16,0.0,0
Villeneuve-d'Ascq,MACRON,25.93,0.0,18.06,19900.0,66.78,85.52,62358.0,29.46,0.0,0
Villeneuve-d'Ascq,MÉLENCHON,27.82,1.0,18.06,19900.0,66.78,85.52,62358.0,34.2,1.0,1
Villereau,LE PEN,29.75,1.0,15.12,23520.0,61.66,0.0,971.0,32.65,1.0,1
Villereau,MACRON,22.18,0.0,15.12,23520.0,61.66,0.0,971.0,28.18,0.0,0
Villers-Guislain,FILLON,15.93,0.0,17.91,18605.0,49.42,0.0,694.0,0.0,0.0,0
Villers-Guislain,LE PEN,46.75,1.0,17.91,18605.0,49.42,0.0,694.0,52.56,1.0,1
Villers-Guislain,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,0.0,0
Villers-Outréaux,FILLON,25.02,0.0,20.59,16908.0,60.04,18.65,2091.0,0.0,0.0,0
Villers-Outréaux,LE PEN,37.83,1.0,20.59,16908.0,60.04,18.65,2091.0,41.52,1.0,1
Villers-Outréaux,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0
Villers-Plouich,FILLON,19.03,0.0,13.64,20781.0,53.56,0.0,409.0,0.0,0.0,0
Villers-Plouich,LE PEN,32.79,1.0,13.64,20781.0,53.56,0.0,409.0,40.6,1.0,1
Villers-Plouich,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.93,0.0,0
Villers-Pol,FILLON,27.39,1.0,11.97,23484.0,58.69,3.97,1260.0,0.0,0.0,0
Villers-Pol,LE PEN,23.74,0.0,11.97,23484.0,58.69,3.97,1260.0,24.86,0.0,0
Villers-Pol,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.91,1.0,1
Villers-Sire-Nicole,FILLON,17.51,0.0,7.06,21129.0,48.87,0.0,980.0,0.0,0.0,0
Villers-Sire-Nicole,LE PEN,40.97,1.0,7.06,21129.0,48.87,0.0,980.0,47.23,1.0,1
Villers-Sire-Nicole,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.53,0.0,0
Villers-au-Tertre,LE PEN,33.83,1.0,12.07,22096.0,49.02,0.0,619.0,35.1,1.0,1
Villers-au-Tertre,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,0.0,0
Villers-au-Tertre,MÉLENCHON,20.0,0.0,12.07,22096.0,49.02,0.0,619.0,0.0,0.0,0
Villers-en-Cauchies,LE PEN,43.09,1.0,16.91,20032.0,52.31,7.04,1278.0,44.89,1.0,1
Villers-en-Cauchies,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.73,0.0,0
Villers-en-Cauchies,MÉLENCHON,15.73,0.0,16.91,20032.0,52.31,7.04,1278.0,0.0,0.0,0
Volckerinckhove,FILLON,23.24,0.0,12.28,21650.0,56.23,0.0,577.0,0.0,0.0,0
Volckerinckhove,LE PEN,29.46,1.0,12.28,21650.0,56.23,0.0,577.0,35.14,1.0,1
Volckerinckhove,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.57,0.0,0
Vred,LE PEN,34.65,1.0,10.64,21858.0,52.65,0.0,1381.0,35.17,1.0,1
Vred,MACRON,21.26,0.0,10.64,21858.0,52.65,0.0,1381.0,22.25,0.0,0
Wahagnies,LE PEN,29.97,1.0,13.52,21150.0,56.73,37.61,2606.0,32.82,1.0,1
Wahagnies,MACRON,23.07,0.0,13.52,21150.0,56.73,37.61,2606.0,25.91,0.0,0
Walincourt-Selvigny,FILLON,16.07,0.0,18.48,18070.0,58.22,13.11,2135.0,0.0,0.0,0
Walincourt-Selvigny,LE PEN,40.85,1.0,18.48,18070.0,58.22,13.11,2135.0,45.23,1.0,1
Walincourt-Selvigny,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.47,0.0,0
Wallers,LE PEN,38.79,1.0,19.41,18321.0,53.14,30.58,5494.0,41.43,1.0,1
Wallers,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,0.0,0
Wallers,MÉLENCHON,17.51,0.0,19.41,18321.0,53.14,30.58,5494.0,0.0,0.0,0
Wallers-en-Fagne,FILLON,17.12,0.0,10.0,17901.0,50.47,0.0,288.0,0.0,0.0,0
Wallers-en-Fagne,LE PEN,36.3,1.0,10.0,17901.0,50.47,0.0,288.0,47.13,1.0,1
Wallers-en-Fagne,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.29,0.0,0
Wallon-Cappel,FILLON,32.08,1.0,10.39,22609.0,52.79,0.0,825.0,0.0,0.0,0
Wallon-Cappel,LE PEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.87,0.0,0
Wallon-Cappel,MACRON,20.99,0.0,10.39,22609.0,52.79,0.0,825.0,38.76,1.0,1
Wambaix,FILLON,27.39,1.0,10.2,22709.0,49.13,0.0,380.0,0.0,0.0,0
Wambaix,LE PEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.54,1.0,1
Wambaix,MACRON,21.74,0.0,10.2,22709.0,49.13,0.0,380.0,25.73,0.0,0
Wambrechies,FILLON,27.71,1.0,9.11,23672.0,63.29,44.6,10539.0,0.0,0.0,0
Wambrechies,LE PEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.63,0.0,0
Wambrechies,MACRON,24.83,0.0,9.11,23672.0,63.29,44.6,10539.0,39.3,1.0,1
Wandignies-Hamage,LE PEN,35.55,1.0,12.5,22768.0,57.33,0.0,1288.0,37.15,1.0,1
Wandignies-Hamage,MACRON,23.91,0.0,12.5,22768.0,57.33,0.0,1288.0,28.53,0.0,0
Wannehain,LE PEN,25.72,1.0,6.25,23513.0,58.6,0.0,1188.0,24.07,0.0,0
Wannehain,MACRON,24.8,0.0,6.25,23513.0,58.6,0.0,1188.0,29.23,1.0,1
Wargnies-le-Grand,LE PEN,29.04,1.0,8.85,23606.0,57.07,5.5,1091.0,31.56,1.0,1
Wargnies-le-Grand,MACRON,23.7,0.0,8.85,23606.0,57.07,5.5,1091.0,27.41,0.0,0
Wargnies-le-Petit,FILLON,18.79,0.0,6.12,23870.0,62.5,0.0,755.0,0.0,0.0,0
Wargnies-le-Petit,LE PEN,37.37,1.0,6.12,23870.0,62.5,0.0,755.0,37.8,1.0,1
Wargnies-le-Petit,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.54,0.0,0
Warhem,FILLON,20.58,0.0,10.65,21985.0,52.2,2.44,2051.0,0.0,0.0,0
Warhem,LE PEN,31.64,1.0,10.65,21985.0,52.2,2.44,2051.0,32.6,1.0,1
Warhem,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.34,0.0,0
Warlaing,LE PEN,27.42,1.0,10.71,22718.0,56.12,0.0,570.0,28.09,0.0,0
Warlaing,MACRON,22.71,0.0,10.71,22718.0,56.12,0.0,570.0,30.9,1.0,1
Warneton,FILLON,31.71,1.0,9.09,21032.0,46.15,0.0,239.0,0.0,0.0,0
Warneton,LE PEN,29.27,0.0,9.09,21032.0,46.15,0.0,239.0,26.62,0.0,0
Warneton,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.77,1.0,1
Wasnes-au-Bac,FILLON,18.8,0.0,20.69,19068.0,51.69,0.0,620.0,0.0,0.0,0
Wasnes-au-Bac,LE PEN,39.16,1.0,20.69,19068.0,51.69,0.0,620.0,40.58,1.0,1
Wasnes-au-Bac,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,0.0,0
Wasquehal,FILLON,26.78,1.0,12.01,23082.0,66.82,66.98,20722.0,0.0,0.0,0
Wasquehal,MACRON,25.36,0.0,12.01,23082.0,66.82,66.98,20722.0,37.25,1.0,1
Wasquehal,MÉLENCHON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.43,0.0,0
Watten,LE PEN,43.06,1.0,16.54,17349.0,54.33,8.2,2561.0,47.83,1.0,1
Watten,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.21,0.0,0
Watten,MÉLENCHON,19.59,0.0,16.54,17349.0,54.33,8.2,2561.0,0.0,0.0,0
Wattignies,MACRON,23.38,1.0,16.26,19913.0,61.2,56.61,14485.0,30.28,1.0,1
Wattignies,MÉLENCHON,21.54,0.0,16.26,19913.0,61.2,56.61,14485.0,28.24,0.0,0
Wattignies-la-Victoire,FILLON,28.13,0.0,17.86,22665.0,49.71,0.0,244.0,0.0,0.0,0
Wattignies-la-Victoire,LE PEN,30.0,1.0,17.86,22665.0,49.71,0.0,244.0,28.81,0.0,0
Wattignies-la-Victoire,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.9,1.0,1
Wattrelos,LE PEN,33.92,1.0,19.82,17772.0,55.99,54.3,41341.0,32.86,1.0,1
Wattrelos,MÉLENCHON,23.28,0.0,19.82,17772.0,55.99,54.3,41341.0,28.53,0.0,0
Wavrechain-sous-Denain,LE PEN,45.13,1.0,25.0,15514.0,49.24,13.91,1654.0,49.54,1.0,1
Wavrechain-sous-Denain,MÉLENCHON,25.13,0.0,25.0,15514.0,49.24,13.91,1654.0,19.48,0.0,0
Wavrechain-sous-Faulx,LE PEN,42.92,1.0,8.33,21545.0,50.35,0.0,372.0,40.87,1.0,1
Wavrechain-sous-Faulx,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.03,0.0,0
Wavrechain-sous-Faulx,MÉLENCHON,18.33,0.0,8.33,21545.0,50.35,0.0,372.0,0.0,0.0,0
Wavrin,LE PEN,29.66,1.0,13.03,21463.0,58.59,31.07,7628.0,30.77,1.0,1
Wavrin,MACRON,21.27,0.0,13.03,21463.0,58.59,31.07,7628.0,28.12,0.0,0
Waziers,LE PEN,35.16,0.0,28.1,15205.0,56.25,39.32,7477.0,36.27,1.0,1
Waziers,MÉLENCHON,38.09,1.0,28.1,15205.0,56.25,39.32,7477.0,34.94,0.0,0
Wemaers-Cappel,FILLON,22.92,0.0,4.17,20762.0,59.01,0.0,252.0,0.0,0.0,0
Wemaers-Cappel,LE PEN,37.5,1.0,4.17,20762.0,59.01,0.0,252.0,32.62,1.0,1
Wemaers-Cappel,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.66,0.0,0
Wervicq-Sud,FILLON,24.64,0.0,16.11,21083.0,61.08,27.9,5412.0,0.0,0.0,0
Wervicq-Sud,LE PEN,25.84,1.0,16.11,21083.0,61.08,27.9,5412.0,28.16,0.0,0
Wervicq-Sud,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.62,1.0,1
West-Cappel,FILLON,19.95,0.0,12.12,22167.0,49.44,0.0,606.0,0.0,0.0,0
West-Cappel,LE PEN,34.06,1.0,12.12,22167.0,49.44,0.0,606.0,32.9,1.0,1
West-Cappel,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.48,0.0,0
Wicres,FILLON,28.33,1.0,11.54,24158.0,63.02,0.0,475.0,0.0,0.0,0
Wicres,LE PEN,23.55,0.0,11.54,24158.0,63.02,0.0,475.0,19.87,0.0,0
Wicres,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.13,1.0,1
Wignehies,LE PEN,43.51,1.0,30.5,15987.0,57.27,24.53,2935.0,45.58,1.0,1
Wignehies,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.34,0.0,0
Wignehies,MÉLENCHON,16.7,0.0,30.5,15987.0,57.27,24.53,2935.0,0.0,0.0,0
Willems,FILLON,24.99,1.0,9.13,22502.0,60.93,31.52,3014.0,0.0,0.0,0
Willems,LE PEN,23.45,0.0,9.13,22502.0,60.93,31.52,3014.0,25.3,0.0,0
Willems,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.08,1.0,1
Willies,LE PEN,20.99,0.0,38.46,20806.0,50.46,0.0,154.0,28.38,1.0,1
Willies,MÉLENCHON,30.86,1.0,38.46,20806.0,50.46,0.0,154.0,27.03,0.0,0
Winnezeele,FILLON,21.33,0.0,9.77,21198.0,55.67,5.47,1279.0,0.0,0.0,0
Winnezeele,LE PEN,29.5,1.0,9.77,21198.0,55.67,5.47,1279.0,32.3,1.0,1
Winnezeele,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.09,0.0,0
Wormhout,FILLON,21.27,0.0,7.91,20671.0,54.17,18.76,5598.0,0.0,0.0,0
Wormhout,LE PEN,30.31,1.0,7.91,20671.0,54.17,18.76,5598.0,31.45,1.0,1
Wormhout,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.23,0.0,0
Wulverdinghe,LE PEN,36.41,1.0,12.73,18247.0,49.5,0.0,310.0,44.0,1.0,1
Wulverdinghe,MÉLENCHON,24.1,0.0,12.73,18247.0,49.5,0.0,310.0,15.0,0.0,0
Wylder,LE PEN,40.11,1.0,3.7,20002.0,51.3,0.0,295.0,40.98,1.0,1
Wylder,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.94,0.0,0
Wylder,MÉLENCHON,20.9,0.0,3.7,20002.0,51.3,0.0,295.0,0.0,0.0,0
Zegerscappel,FILLON,20.06,0.0,13.21,20176.0,54.59,0.0,1542.0,0.0,0.0,0
Zegerscappel,LE PEN,36.62,1.0,13.21,20176.0,54.59,0.0,1542.0,39.72,1.0,1
Zegerscappel,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.94,0.0,0
Zermezeele,FILLON,24.49,0.0,12.73,21414.0,55.77,0.0,211.0,0.0,0.0,0
Zermezeele,LE PEN,25.17,1.0,12.73,21414.0,55.77,0.0,211.0,34.62,1.0,1
Zermezeele,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.41,0.0,0
Zuydcoote,LE PEN,27.18,1.0,9.47,22548.0,52.08,10.93,1738.0,27.08,0.0,0
Zuydcoote,MACRON,21.06,0.0,9.47,22548.0,52.08,10.93,1738.0,29.69,1.0,1
Zuytpeene,FILLON,20.16,0.0,5.26,19724.0,51.42,0.0,526.0,0.0,0.0,0
Zuytpeene,LE PEN,25.34,1.0,5.26,19724.0,51.42,0.0,526.0,34.24,1.0,1
Zuytpeene,MACRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.94,0.0,0
